Group;Code;Valid From
ATZ3;7;15/11/2010
ESV3;7;05/02/2018
HNZC;7;15/11/2010
NLZ1;7;24/07/2017
ATZ3;20;15/11/2010
ESV2;20;05/02/2018
HNZC;20;15/11/2010
LUZ2;20;15/11/2010
ATZ3;27;15/11/2010
ESV3;27;05/02/2018
HNZC;27;15/11/2010
LUZ2;27;12/01/2018
NLZ1;27;24/07/2017
ATZ1;30;15/11/2010
BEZ1;30;15/11/2010
BM1;30;15/11/2010
BM2;30;15/11/2010
BM3;30;15/11/2010
EEA;30;15/11/2010
EED;30;08/07/2016
EEN;30;16/06/2016
ESM1;30;07/02/2018
ESV1;30;05/02/2018
FI1;30;15/11/2010
GR1;30;15/11/2010
HEUR;30;15/11/2010
LUZ1;30;15/11/2010
NLZ1;30;24/07/2017
PLZ1;30;15/11/2010
TRMT;30;15/11/2010
VRMT;30;15/11/2010
WRMT;30;15/11/2010
ATZ1;31;14/04/2018
BEZ1;31;15/11/2010
BM1;31;15/11/2010
BM2;31;15/11/2010
BM3;31;15/11/2010
EEA;31;15/11/2010
EED;31;08/07/2016
EEN;31;16/06/2016
ESM1;31;07/02/2018
ESV1;31;05/02/2018
FI1;31;15/11/2010
HEUR;31;15/11/2010
LUZ1;31;15/11/2010
NLZ1;31;24/07/2017
PLZ1;31;15/11/2010
TRMT;31;15/11/2010
VRMT;31;15/11/2010
WRMT;31;15/11/2010
ATZ1;32;15/11/2010
BEZ1;32;15/11/2010
BM1;32;15/11/2010
BM2;32;15/11/2010
BM3;32;15/11/2010
EEA;32;15/11/2010
EED;32;08/07/2016
EEN;32;16/06/2016
ESM1;32;07/02/2018
ESV1;32;05/02/2018
FI1;32;15/11/2010
HEUR;32;15/11/2010
LUZ1;32;15/11/2010
NLZ1;32;24/07/2017
PLZ1;32;15/11/2010
TRMT;32;15/11/2010
VRMT;32;15/11/2010
WRMT;32;15/11/2010
ATZ1;33;01/01/2016
BEZ1;33;01/01/2016
BM1;33;01/01/2017
BM2;33;01/01/2017
BM3;33;01/01/2017
EEA;33;01/01/2016
EED;33;08/07/2016
EEN;33;16/06/2016
ESM1;33;07/02/2018
ESV1;33;05/02/2018
FI1;33;01/01/2017
FR1;33;01/01/2016
HEUR;33;01/10/2015
LUZ1;33;01/01/2017
NLZ1;33;24/07/2017
PLZ1;33;01/01/2016
TRMT;33;01/10/2015
VRMT;33;01/10/2015
WRMT;33;01/10/2015
ATZ1;34;15/11/2010
BEZ1;34;15/11/2010
BM1;34;15/11/2010
BM2;34;15/11/2010
BM3;34;15/11/2010
EEA;34;15/11/2010
EED;34;08/07/2016
EEN;34;16/06/2016
ES1;34;03/02/2017
ESM1;34;07/02/2018
ESV1;34;05/02/2018
FI1;34;15/11/2010
HEUR;34;15/11/2010
LUZ1;34;12/01/2018
NLZ1;34;24/07/2017
PLZ1;34;15/11/2010
TRMT;34;15/11/2010
VRMT;34;15/11/2010
WRMT;34;15/11/2010
ATZ1;36;15/11/2010
BEZ1;36;15/11/2010
BM1;36;15/11/2010
BM2;36;15/11/2010
BM3;36;15/11/2010
EEA;36;15/11/2010
EED;36;08/07/2016
EEN;36;16/06/2016
ESM1;36;07/02/2018
ESV1;36;05/02/2018
FI1;36;15/11/2010
HEUR;36;15/11/2010
HU1;36;15/11/2010
LUZ1;36;15/11/2010
NLZ1;36;24/07/2017
PLZ1;36;15/11/2010
TRMT;36;15/11/2010
VRMT;36;15/11/2010
WRMT;36;15/11/2010
ATZ1;39;15/11/2010
BEZ1;39;15/11/2010
BM1;39;15/11/2010
BM2;39;15/11/2010
BM3;39;15/11/2010
EEA;39;15/11/2010
EED;39;08/07/2016
EEN;39;16/06/2016
ESM1;39;07/02/2018
ESV1;39;05/02/2018
FI1;39;15/11/2010
HEUR;39;15/11/2010
IT1;39;15/11/2010
LUZ1;39;15/11/2010
NLZ1;39;24/07/2017
PLZ1;39;15/11/2010
TRMT;39;15/11/2010
VRMT;39;15/11/2010
WRMT;39;15/11/2010
ATZ1;40;15/11/2010
BEZ1;40;15/11/2010
BM1;40;15/11/2010
BM2;40;15/11/2010
BM3;40;15/11/2010
EEA;40;15/11/2010
EED;40;08/07/2016
EEN;40;16/06/2016
ESM1;40;07/02/2018
ESV1;40;05/02/2018
FI1;40;15/11/2010
HEUR;40;15/11/2010
LUZ1;40;12/01/2018
NLZ1;40;24/07/2017
PLZ1;40;15/11/2010
TRMT;40;15/11/2010
VRMT;40;15/11/2010
WRMT;40;15/11/2010
ATZ3;41;15/11/2010
BEZ1;41;15/11/2010
BM1;41;15/11/2010
ESM2;41;07/02/2018
ESV2;41;08/03/2018
FI1;41;15/11/2010
HNZC;41;15/11/2010
LUZ2;41;12/01/2018
NLZ1;41;24/07/2017
WRMT;41;01/07/2017
AT1;43;03/02/2017
ATZ1;43;15/11/2010
BEZ1;43;15/11/2010
BM1;43;15/11/2010
BM2;43;15/11/2010
BM3;43;15/11/2010
EEA;43;15/11/2010
EED;43;08/07/2016
EEN;43;16/06/2016
ESM1;43;07/02/2018
ESV1;43;05/02/2018
FI1;43;15/11/2010
HEUR;43;15/11/2010
LUZ1;43;15/11/2010
NLZ1;43;24/07/2017
PLZ1;43;15/11/2010
TRMT;43;15/11/2010
VRMT;43;15/11/2010
WRMT;43;15/11/2010
ATZ1;44;15/11/2010
BEZ1;44;15/11/2010
BM1;44;15/11/2010
BM2;44;15/11/2010
BM3;44;15/11/2010
EEA;44;15/11/2010
EED;44;08/07/2016
EEN;44;16/06/2016
ESM1;44;07/02/2018
ESV1;44;05/02/2018
FI1;44;15/11/2010
HEUR;44;15/11/2010
LUZ1;44;12/01/2018
NLZ1;44;24/07/2017
PLZ1;44;15/11/2010
TRMT;44;15/11/2010
VRMT;44;15/11/2010
WRMT;44;15/11/2010
ATZ1;45;15/11/2010
BEZ1;45;15/11/2010
BM1;45;15/11/2010
BM2;45;15/11/2010
BM3;45;15/11/2010
EEA;45;15/11/2010
EED;45;08/07/2016
EEN;45;16/06/2016
ESM1;45;07/02/2018
ESV1;45;05/02/2018
FI1;45;15/11/2010
HEUR;45;15/11/2010
LUZ1;45;15/11/2010
NLZ1;45;24/07/2017
PLZ1;45;15/11/2010
TRMT;45;15/11/2010
VRMT;45;15/11/2010
WRMT;45;15/11/2010
ATZ1;46;15/11/2010
BEZ1;46;15/11/2010
BM1;46;15/11/2010
BM2;46;15/11/2010
BM3;46;15/11/2010
EEA;46;15/11/2010
EED;46;08/07/2016
EEN;46;16/06/2016
ESM1;46;07/02/2018
ESV1;46;05/02/2018
FI1;46;15/11/2010
HEUR;46;15/11/2010
LUZ1;46;12/01/2018
NLZ1;46;24/07/2017
PLZ1;46;15/11/2010
TRMT;46;15/11/2010
VRMT;46;15/11/2010
WRMT;46;15/11/2010
ATZ1;47;15/11/2010
BEZ1;47;15/11/2010
BM1;47;15/11/2010
BM2;47;15/11/2010
BM3;47;15/11/2010
EEA;47;15/11/2010
EED;47;08/07/2016
EEN;47;16/06/2016
ESM1;47;07/02/2018
ESV1;47;05/02/2018
FI1;47;15/11/2010
HEUR;47;15/11/2010
LUZ1;47;12/01/2018
NLZ1;47;24/07/2017
PLZ1;47;15/11/2010
TRMT;47;15/11/2010
VRMT;47;15/11/2010
WRMT;47;15/11/2010
ATZ1;48;15/11/2010
BEZ1;48;15/11/2010
BM1;48;15/11/2010
BM2;48;15/11/2010
BM3;48;15/11/2010
EEA;48;15/11/2010
EED;48;08/07/2016
EEN;48;16/06/2016
ESM1;48;07/02/2018
ESV1;48;05/02/2018
FI1;48;15/11/2010
HEUR;48;15/11/2010
LUZ1;48;12/01/2018
NLZ1;48;24/07/2017
PL1;48;15/11/2010
PLZ1;48;15/11/2010
TRMT;48;15/11/2010
VRMT;48;15/11/2010
WRMT;48;15/11/2010
ATZ1;49;14/04/2018
BEZ1;49;15/11/2010
BM1;49;15/11/2010
BM2;49;15/11/2010
BM3;49;15/11/2010
EEA;49;15/11/2010
EED;49;08/07/2016
EEN;49;16/06/2016
ESM1;49;07/02/2018
ESV1;49;05/02/2018
FI1;49;15/11/2010
HEUR;49;15/11/2010
LUZ1;49;15/11/2010
NLZ1;49;24/07/2017
PLZ1;49;15/11/2010
TRMT;49;15/11/2010
VRMT;49;15/11/2010
WRMT;49;15/11/2010
ATZ3;51;15/11/2010
ESM1;51;07/02/2018
ESV1;51;05/02/2018
HZNB;51;15/11/2010
NLZ1;51;24/07/2017
TRMT;51;15/11/2010
VRMT;51;15/11/2010
WRMT;51;15/11/2010
ATZ3;52;15/11/2010
BM3;52;15/11/2010
ESM2;52;07/02/2018
ESV1;52;05/02/2018
HZNB;52;15/11/2010
LUZ1;52;15/11/2010
NLZ1;52;24/07/2017
TRMT;52;15/11/2010
VRMT;52;15/11/2010
WRMT;52;15/11/2010
TIAC;53;25/08/2016
WIAC;53;04/01/2017
ATZ3;54;15/11/2010
ESV3;54;05/02/2018
TIAC;54;25/08/2016
ATZ3;55;15/11/2010
ESM2;55;07/02/2018
ESV1;55;05/02/2018
HNZC;55;15/11/2010
LUZ2;55;15/11/2010
NLZ1;55;24/07/2017
ATZ3;56;15/11/2010
ESM2;56;07/02/2018
ESV1;56;05/02/2018
HNZC;56;15/11/2010
NLZ1;56;24/07/2017
ATZ3;57;15/11/2010
ESM1;57;07/02/2018
ESV1;57;05/02/2018
HZNB;57;15/11/2010
LUZ1;57;15/11/2010
NLZ1;57;24/07/2017
TRMT;57;15/11/2010
VRMT;57;15/11/2010
WRMT;57;15/11/2010
ATZ3;58;15/11/2010
ESM2;58;07/02/2018
ESV1;58;05/02/2018
HNZC;58;15/11/2010
LUZ2;58;12/01/2018
NLZ1;58;24/07/2017
WRMT;58;15/11/2010
ATZ3;60;15/11/2010
ESM1;60;07/02/2018
ESV1;60;05/02/2018
HZNB;60;15/11/2010
LUZ2;60;15/11/2010
NLZ1;60;24/07/2017
TRMT;60;15/11/2010
WRMT;60;15/11/2010
ATZ3;61;15/11/2010
BEZ1;61;15/11/2010
BM1;61;24/08/2017
ESM1;61;07/02/2018
ESV1;61;05/02/2018
FI1;61;15/11/2010
HZNB;61;15/11/2010
LUZ1;61;15/11/2010
NLZ1;61;24/07/2017
TRMT;61;15/11/2010
VRMT;61;15/11/2010
WRMT;61;15/11/2010
ATZ3;62;15/11/2010
ESM2;62;07/02/2018
ESV1;62;05/02/2018
HZNB;62;15/11/2010
LUZ2;62;15/11/2010
NLZ1;62;24/07/2017
TRMT;62;15/11/2010
WRMT;62;15/11/2010
ATZ3;63;15/11/2010
ESV3;63;05/02/2018
HNZC;63;15/11/2010
ATZ3;64;15/11/2010
ESM1;64;07/02/2018
ESV1;64;05/02/2018
HZNB;64;15/11/2010
LUZ2;64;12/01/2018
NLZ1;64;24/07/2017
ATZ1;65;14/04/2018
BM3;65;15/11/2010
ESM1;65;07/02/2018
ESV1;65;05/02/2018
FI1;65;15/11/2010
HEUR;65;15/11/2010
LUZ2;65;12/01/2018
NLZ1;65;24/07/2017
TRMT;65;15/11/2010
VRMT;65;15/11/2010
WRMT;65;15/11/2010
ATZ3;66;15/11/2010
ESM2;66;07/02/2018
ESV1;66;05/02/2018
HZNB;66;15/11/2010
LUZ2;66;12/01/2018
NLZ1;66;24/07/2017
TRMT;66;15/11/2010
VRMT;66;15/11/2010
WRMT;66;15/11/2010
ATZ3;81;15/11/2010
ESM2;81;07/02/2018
ESV1;81;05/02/2018
HZNB;81;15/11/2010
LUZ1;81;15/11/2010
NLZ1;81;24/07/2017
ATZ3;82;15/11/2010
BM3;82;15/11/2010
ESM1;82;07/02/2018
ESV1;82;05/02/2018
HZNB;82;15/11/2010
LUZ1;82;15/11/2010
NLZ1;82;24/07/2017
TRMT;82;15/11/2010
WRMT;82;15/11/2010
ATZ3;84;15/11/2010
ESM2;84;07/02/2018
ESV2;84;05/02/2018
HNZC;84;15/11/2010
LUZ2;84;12/01/2018
NLZ1;84;24/07/2017
ATZ1;86;14/04/2018
BEZ1;86;15/11/2010
BM1;86;24/08/2017
BM3;86;24/08/2017
ESM1;86;07/02/2018
ESV1;86;05/02/2018
FI1;86;15/11/2010
HEUR;86;15/11/2010
LUZ1;86;15/11/2010
NLZ1;86;24/07/2017
TRMT;86;15/11/2010
VRMT;86;15/11/2010
WRMT;86;15/11/2010
ATZ3;90;15/11/2010
BEZ1;90;15/11/2010
BM1;90;24/08/2017
ESV2;90;05/02/2018
HNZC;90;15/11/2010
TRZ1;90;01/02/2018
ATZ3;91;15/11/2010
BEZ1;91;15/11/2010
BM1;91;15/11/2010
ESM1;91;07/02/2018
ESV1;91;05/02/2018
HEUR;91;15/11/2010
LUZ1;91;15/11/2010
NLZ1;91;24/07/2017
TRMT;91;15/11/2010
VRMT;91;15/11/2010
WRMT;91;15/11/2010
ATZ3;92;15/11/2010
ESM2;92;07/02/2018
ESV1;92;05/02/2018
HZNB;92;15/11/2010
LUZ2;92;12/01/2018
NLZ1;92;24/07/2017
ESV3;93;05/02/2018
ATZ3;94;15/11/2010
ESV3;94;05/02/2018
HNZC;94;15/11/2010
ESV2;95;05/02/2018
TIAC;95;25/08/2016
WIAC;95;04/01/2017
ATZ3;98;15/11/2010
ESV3;98;05/02/2018
HNZC;98;15/11/2010
HNZC;211;20/12/2011
TIAC;211;25/08/2016
WIAC;211;04/01/2017
DEZ1;212;15/11/2010
MAG;212;03/02/2017
SERB;212;15/11/2010
TIAC;212;25/08/2016
WIAC;212;04/01/2017
MAG;213;03/02/2017
TIAC;213;25/08/2016
WIAC;213;04/01/2017
MAG;216;03/02/2017
TIAC;216;25/08/2016
WIAC;216;04/01/2017
TIAC;218;25/08/2016
WIAC;218;04/01/2017
TIAC;220;25/08/2016
TIAC;221;25/08/2016
WIAC;221;04/01/2017
TIAC;222;25/08/2016
WIAC;222;04/01/2017
TIAC;223;25/08/2016
WIAC;223;04/01/2017
TIAC;224;25/08/2016
WIAC;224;04/01/2017
TIAC;225;25/08/2016
WIAC;225;04/01/2017
TIAC;226;25/08/2016
WIAC;226;04/01/2017
TIAC;227;25/08/2016
WIAC;227;04/01/2017
TIAC;228;25/08/2016
ATZ3;229;15/11/2010
TIAC;229;25/08/2016
ATZ3;230;15/11/2010
ESV2;230;05/02/2018
HNZC;230;15/11/2010
LUZ2;230;15/11/2010
NLZ1;230;24/07/2017
TIAC;231;25/08/2016
WIAC;231;04/01/2017
TIAC;232;25/08/2016
WIAC;232;04/01/2017
TIAC;233;25/08/2016
WIAC;233;04/01/2017
ATZ3;234;15/11/2010
ESM2;234;07/02/2018
ESV2;234;05/02/2018
HZNB;234;15/11/2010
TIAC;235;25/08/2016
WIAC;235;04/01/2017
TIAC;236;25/08/2016
WIAC;236;04/01/2017
TIAC;237;25/08/2016
WIAC;237;04/01/2017
ESV3;238;05/02/2018
TIAC;238;25/08/2016
WIAC;238;04/01/2017
TIAC;240;25/08/2016
TIAC;241;25/08/2016
WIAC;241;04/01/2017
TIAC;242;25/08/2016
WIAC;242;04/01/2017
TIAC;243;25/08/2016
WIAC;243;04/01/2017
AO1;244;15/11/2010
ATZ3;244;15/11/2010
ESV2;244;05/02/2018
GWN;245;15/11/2010
TIAC;245;25/08/2016
HNZC;246;05/04/2013
TIAC;248;25/08/2016
WIAC;248;04/01/2017
ATZ3;249;15/11/2010
ESV3;249;05/02/2018
HNZC;249;15/11/2010
TIAC;250;25/08/2016
TIAC;251;25/08/2016
WIAC;251;04/01/2017
TIAC;253;25/08/2016
ATZ3;254;15/11/2010
ESV3;254;05/02/2018
HNZC;254;15/11/2010
TIAC;254;25/08/2016
TIAC;255;25/08/2016
WIAC;255;04/01/2017
TIAC;256;25/08/2016
WIAC;256;04/01/2017
TIAC;257;25/08/2016
WIAC;257;04/01/2017
ESV3;258;05/02/2018
MZ1;258;15/11/2010
TIAC;258;25/08/2016
WIAC;258;04/01/2017
HNZC;260;15/11/2010
TIAC;260;25/08/2016
TIAC;261;25/08/2016
WIAC;261;04/01/2017
ATZ1;262;29/03/2016
BM1;262;24/08/2017
BM2;262;29/03/2016
BM3;262;29/03/2016
EEA;262;29/03/2016
ESV2;262;05/02/2018
HNZC;262;05/01/2017
LUZ1;262;29/03/2016
NLZ1;262;24/07/2017
TRMT;262;29/03/2016
WRMT;262;29/03/2016
TIAC;263;25/08/2016
WIAC;263;04/01/2017
ATZ3;264;15/11/2010
ESM2;264;07/02/2018
ESV1;264;05/02/2018
HNZC;264;15/11/2010
NLZ1;264;24/07/2017
TIAC;265;25/08/2016
HNZC;266;15/11/2010
TIAC;266;25/08/2016
ATZ3;267;15/11/2010
ESV3;267;05/02/2018
TIAC;267;25/08/2016
WIAC;267;04/01/2017
ATZ3;268;15/11/2010
ESV3;268;05/02/2018
HNZC;268;15/11/2010
TIAC;269;26/08/2016
WIAC;269;04/01/2017
TIAC;291;25/08/2016
TIAC;297;25/08/2016
ATZ3;298;15/11/2010
ESV1;298;05/02/2018
HNZC;298;15/11/2010
LUZ2;298;15/11/2010
NLZ1;298;24/07/2017
NLZ1;299;24/07/2017
ATZ3;350;15/11/2010
BM3;350;15/11/2010
EEA;350;15/11/2010
ESM1;350;07/02/2018
ESV1;350;05/02/2018
HNZC;350;15/11/2010
LUZ2;350;15/11/2010
ATZ1;351;01/07/2013
BEZ1;351;01/07/2013
BM1;351;01/07/2013
BM2;351;01/07/2013
BM3;351;01/07/2013
EEA;351;01/07/2013
EED;351;08/07/2016
EEN;351;16/06/2016
ESM1;351;07/02/2018
ESV1;351;05/02/2018
FI1;351;01/07/2013
HEUR;351;01/07/2013
LUZ1;351;01/07/2013
NLZ1;351;24/07/2017
PLZ1;351;01/07/2013
PT1;351;01/07/2013
TRMT;351;01/07/2013
VRMT;351;01/07/2013
WRMT;351;01/07/2013
ATZ1;352;15/11/2010
BEZ1;352;15/11/2010
BM1;352;15/11/2010
BM2;352;15/11/2010
BM3;352;15/11/2010
EEA;352;15/11/2010
EED;352;08/07/2016
EEN;352;16/06/2016
ESM1;352;07/02/2018
ESV1;352;05/02/2018
FI1;352;15/11/2010
HEUR;352;15/11/2010
LUZ1;352;15/11/2010
NLZ1;352;24/07/2017
PLZ1;352;15/11/2010
TRMT;352;15/11/2010
VRMT;352;15/11/2010
WRMT;352;15/11/2010
ATZ1;353;15/11/2010
BEZ1;353;15/11/2010
BM1;353;15/11/2010
BM2;353;15/11/2010
BM3;353;15/11/2010
EEA;353;15/11/2010
EED;353;08/07/2016
EEN;353;16/06/2016
ESM1;353;07/02/2018
ESV1;353;05/02/2018
FI1;353;15/11/2010
HEUR;353;15/11/2010
LUZ1;353;15/11/2010
NLZ1;353;24/07/2017
PLZ1;353;15/11/2010
TRMT;353;15/11/2010
VRMT;353;15/11/2010
WRMT;353;15/11/2010
ATZ1;354;15/11/2010
BEZ1;354;15/11/2010
BM1;354;15/11/2010
BM2;354;15/11/2010
BM3;354;15/11/2010
EEA;354;15/11/2010
EED;354;08/07/2016
ESM1;354;07/02/2018
ESV1;354;05/02/2018
FI1;354;15/11/2010
HEUR;354;15/11/2010
LUZ1;354;15/11/2010
NLZ1;354;24/07/2017
PLZ1;354;15/11/2010
TRMT;354;15/11/2010
WRMT;354;15/11/2010
AL1;355;04/01/2017
TIAC;355;25/08/2016
WIAC;355;04/01/2017
ATZ1;356;15/11/2010
BEZ1;356;15/11/2010
BM1;356;15/11/2010
BM2;356;15/11/2010
BM3;356;15/11/2010
EEA;356;15/11/2010
EED;356;08/07/2016
EEN;356;16/06/2016
ESM1;356;07/02/2018
ESV1;356;05/02/2018
FI1;356;15/11/2010
HEUR;356;15/11/2010
LUZ1;356;15/11/2010
NLZ1;356;24/07/2017
PLZ1;356;15/11/2010
TRMT;356;15/11/2010
VRMT;356;15/11/2010
WRMT;356;15/11/2010
ATZ1;357;15/11/2010
BEZ1;357;15/11/2010
BM1;357;15/11/2010
BM2;357;15/11/2010
BM3;357;15/11/2010
EEA;357;15/11/2010
EED;357;08/07/2016
EEN;357;16/06/2016
ESM1;357;07/02/2018
ESV1;357;05/02/2018
FI1;357;15/11/2010
HEUR;357;15/11/2010
LUZ1;357;15/11/2010
NLZ1;357;24/07/2017
PLZ1;357;15/11/2010
TRMT;357;15/11/2010
VRMT;357;15/11/2010
WRMT;357;15/11/2010
ATZ1;358;15/11/2010
BEZ1;358;15/11/2010
BM1;358;15/11/2010
BM2;358;15/11/2010
BM3;358;15/11/2010
EEA;358;15/11/2010
EED;358;08/07/2016
EEN;358;16/06/2016
ESM1;358;07/02/2018
ESV1;358;05/02/2018
FI1;358;15/11/2010
HEUR;358;15/11/2010
LUZ1;358;15/11/2010
NLZ1;358;24/07/2017
PLZ1;358;15/11/2010
TRMT;358;15/11/2010
VRMT;358;15/11/2010
WRMT;358;15/11/2010
ATZ1;359;15/11/2010
BEZ1;359;15/11/2010
BM1;359;15/11/2010
BM2;359;15/11/2010
BM3;359;15/11/2010
EAST;359;19/06/2017
EEA;359;15/11/2010
EED;359;08/07/2016
EEN;359;16/06/2016
ESM1;359;07/02/2018
ESV1;359;05/02/2018
FI1;359;15/11/2010
HEUR;359;15/11/2010
LUZ1;359;15/11/2010
NLZ1;359;24/07/2017
PLZ1;359;15/11/2010
TRMT;359;15/11/2010
VRMT;359;15/11/2010
WRMT;359;15/11/2010
ATZ1;370;15/11/2010
BALT;370;03/02/2017
BEZ1;370;15/11/2010
BM1;370;15/11/2010
BM2;370;15/11/2010
BM3;370;15/11/2010
EEA;370;15/11/2010
EED;370;08/07/2016
EEN;370;16/06/2016
ESM1;370;07/02/2018
ESV1;370;05/02/2018
FI1;370;15/11/2010
HEUR;370;15/11/2010
LUZ1;370;15/11/2010
NLZ1;370;24/07/2017
PLZ1;370;15/11/2010
TRMT;370;15/11/2010
VRMT;370;15/11/2010
WRMT;370;15/11/2010
ATZ1;371;15/11/2010
BALT;371;03/02/2017
BEZ1;371;15/11/2010
BM1;371;15/11/2010
BM2;371;15/11/2010
BM3;371;15/11/2010
EEA;371;15/11/2010
EED;371;08/07/2016
EEN;371;16/06/2016
ESM1;371;07/02/2018
ESV1;371;05/02/2018
FI1;371;15/11/2010
HEUR;371;15/11/2010
LUZ1;371;15/11/2010
NLZ1;371;24/07/2017
PLZ1;371;15/11/2010
TRMT;371;15/11/2010
VRMT;371;15/11/2010
WRMT;371;15/11/2010
ATZ1;372;15/11/2010
BALT;372;03/02/2017
BEZ1;372;15/11/2010
BM1;372;15/11/2010
BM2;372;15/11/2010
BM3;372;15/11/2010
EEA;372;15/11/2010
EED;372;08/07/2016
EEN;372;16/06/2016
ESM1;372;07/02/2018
ESV1;372;05/02/2018
FI1;372;15/11/2010
HEUR;372;15/11/2010
LUZ1;372;15/11/2010
NLZ1;372;24/07/2017
PLZ1;372;15/11/2010
TRMT;372;15/11/2010
VRMT;372;15/11/2010
WRMT;372;15/11/2010
TIAC;373;25/08/2016
ESV3;374;05/02/2018
TIAC;374;25/08/2016
TIAC;375;25/08/2016
WIAC;375;04/01/2017
ATZ3;376;15/11/2010
ESV3;376;05/02/2018
HNZC;376;15/11/2010
WIAC;377;04/01/2017
ESV1;378;05/02/2018
HNZC;378;15/11/2010
NLZ1;378;24/07/2017
TIAC;380;25/08/2016
DEZ1;381;15/11/2010
EAST;381;19/06/2017
SERB;381;15/11/2010
TIAC;381;25/08/2016
WIAC;381;04/01/2017
EAST;382;19/06/2017
TIAC;382;25/08/2016
WIAC;382;04/01/2017
NLZ1;383;24/07/2017
ATZ1;385;15/11/2010
BEZ1;385;15/11/2010
BM1;385;15/11/2010
BM2;385;15/11/2010
BM3;385;15/11/2010
EAST;385;19/06/2017
EEA;385;15/11/2010
EED;385;08/07/2016
EEN;385;16/06/2016
ESM1;385;07/02/2018
ESV1;385;05/02/2018
FI1;385;15/11/2010
HEUR;385;15/11/2010
LUZ1;385;15/11/2010
NLZ1;385;24/07/2017
PLZ1;385;15/11/2010
TRMT;385;15/11/2010
VRMT;385;15/11/2010
WRMT;385;15/11/2010
ATZ1;386;15/11/2010
BEZ1;386;15/11/2010
BM1;386;15/11/2010
BM2;386;15/11/2010
BM3;386;15/11/2010
EAST;386;19/06/2017
EEA;386;15/11/2010
EED;386;08/07/2016
EEN;386;16/06/2016
ESM1;386;07/02/2018
ESV1;386;05/02/2018
FI1;386;15/11/2010
HEUR;386;15/11/2010
LUZ1;386;12/01/2018
NLZ1;386;24/07/2017
PLZ1;386;15/11/2010
TRMT;386;15/11/2010
VRMT;386;15/11/2010
WRMT;386;15/11/2010
EAST;387;19/06/2017
TIAC;387;25/08/2016
WIAC;387;04/01/2017
EAST;389;19/06/2017
TIAC;389;25/08/2016
WIAC;389;04/01/2017
ATZ1;420;15/11/2010
BEZ1;420;15/11/2010
BM1;420;15/11/2010
BM2;420;15/11/2010
BM3;420;15/11/2010
CZ1;420;15/11/2010
EEA;420;15/11/2010
EED;420;08/07/2016
EEN;420;16/06/2016
ESM1;420;07/02/2018
ESV1;420;05/02/2018
FI1;420;15/11/2010
HEUR;420;15/11/2010
LUZ1;420;15/11/2010
NLZ1;420;24/07/2017
PLZ1;420;15/11/2010
TRMT;420;15/11/2010
VRMT;420;15/11/2010
WRMT;420;15/11/2010
ATZ1;421;15/11/2010
BEZ1;421;15/11/2010
BM1;421;15/11/2010
BM2;421;15/11/2010
BM3;421;15/11/2010
EEA;421;15/11/2010
EED;421;08/07/2016
EEN;421;16/06/2016
ESM1;421;07/02/2018
ESV1;421;05/02/2018
FI1;421;15/11/2010
HEUR;421;15/11/2010
LUZ1;421;12/01/2018
NLZ1;421;24/07/2017
PLZ1;421;15/11/2010
TRMT;421;15/11/2010
VRMT;421;15/11/2010
WRMT;421;15/11/2010
ATZ1;423;14/04/2018
BEZ1;423;15/11/2010
BM1;423;15/11/2010
BM2;423;15/11/2010
BM3;423;15/11/2010
EEA;423;15/11/2010
EED;423;08/07/2016
ESM1;423;07/02/2018
ESV1;423;05/02/2018
FI1;423;15/11/2010
HEUR;423;15/11/2010
LUZ1;423;15/11/2010
NLZ1;423;24/07/2017
PLZ1;423;15/11/2010
TRMT;423;15/11/2010
WRMT;423;15/11/2010
TIAC;501;25/08/2016
ATZ3;502;15/11/2010
ESV3;502;05/02/2018
HNZC;502;15/11/2010
ESV3;503;05/02/2018
HNZC;503;15/11/2010
ATZ3;504;15/11/2010
ESV3;504;05/02/2018
HNZC;504;15/11/2010
TIAC;505;25/08/2016
ATZ3;506;15/11/2010
ESM2;506;07/02/2018
ESV2;506;05/02/2018
HZNB;506;15/11/2010
LUZ2;506;15/11/2010
NLZ1;506;24/07/2017
TRMT;506;15/11/2010
WRMT;506;15/11/2010
ATZ3;507;15/11/2010
ESV3;507;05/02/2018
HNZC;507;15/11/2010
LUZ2;507;15/11/2010
HZNB;508;15/11/2010
TIAC;509;25/08/2016
WIAC;509;04/01/2017
ATZ1;590;15/11/2010
BM1;590;15/11/2010
BM2;590;15/11/2010
BM3;590;15/11/2010
EEA;590;15/11/2010
ESM1;590;07/02/2018
ESV2;590;05/02/2018
HNZC;590;05/01/2017
LUZ1;590;15/11/2010
NLZ1;590;24/07/2017
TRMT;590;15/11/2010
WRMT;590;15/11/2010
ATZ3;591;15/11/2010
ESV3;591;05/02/2018
HNZC;591;15/11/2010
ESV1;592;05/02/2018
HZNB;592;15/11/2010
TIAC;592;25/08/2016
ATZ3;593;15/11/2010
TIAC;593;25/08/2016
ATZ1;594;15/11/2010
BM1;594;15/11/2010
BM2;594;15/11/2010
BM3;594;15/11/2010
EEA;594;15/11/2010
ESM1;594;07/02/2018
ESV1;594;05/02/2018
LUZ1;594;15/11/2010
NLZ1;594;24/07/2017
TRMT;594;15/11/2010
WRMT;594;15/11/2010
ATZ3;595;15/11/2010
ESM2;595;07/02/2018
ESV1;595;05/02/2018
HNZC;595;15/11/2010
LUZ2;595;15/11/2010
