Group;Code;Valid From
BEZ1;1305;01/09/2015
BM1;1305;01/09/2015
BM2;1305;01/09/2015
BM3;1305;01/09/2015
ESM1;1305;07/02/2018
ESV1;1305;05/02/2018
FI1;1305;01/09/2015
HEUR;1305;01/09/2015
LUZ1;1305;01/09/2015
NLZ1;1305;24/07/2017
TRMT;1305;01/09/2015
USA1;1305;08/07/2016
VRMT;1305;01/09/2015
WRMT;1305;01/09/2015
ATZ2;1306;15/11/2010
BEZ1;1306;15/11/2010
BM1;1306;15/11/2010
BM2;1306;15/11/2010
BM3;1306;15/11/2010
ESM1;1306;07/02/2018
FI1;1306;15/11/2010
HEUR;1306;15/11/2010
LUZ1;1306;15/11/2010
NLZ1;1306;24/07/2017
TRMT;1306;15/11/2010
USA1;1306;08/07/2016
VRMT;1306;15/11/2010
WRMT;1306;15/11/2010
ATZ2;1307;01/09/2015
BEZ1;1307;01/09/2015
BM1;1307;01/09/2015
BM2;1307;01/09/2015
BM3;1307;01/09/2015
ESM1;1307;07/02/2018
ESV1;1307;05/02/2018
FI1;1307;01/09/2015
HEUR;1307;01/09/2015
LUZ1;1307;01/09/2015
NLZ1;1307;24/07/2017
TRMT;1307;01/09/2015
USA1;1307;08/07/2016
VRMT;1307;01/09/2015
WRMT;1307;01/09/2015
ATZ2;1308;01/09/2015
BEZ1;1308;01/09/2015
BM1;1308;01/09/2015
BM2;1308;01/09/2015
BM3;1308;01/09/2015
ESM1;1308;07/02/2018
ESV1;1308;05/02/2018
FI1;1308;01/09/2015
HEUR;1308;01/09/2015
LUZ1;1308;01/09/2015
NLZ1;1308;24/07/2017
TRMT;1308;01/09/2015
USA1;1308;08/07/2016
VRMT;1308;01/09/2015
WRMT;1308;01/09/2015
ATZ2;1309;01/09/2015
BEZ1;1309;01/09/2015
BM1;1309;01/09/2015
BM2;1309;01/09/2015
BM3;1309;01/09/2015
ESM1;1309;07/02/2018
ESV1;1309;05/02/2018
FI1;1309;01/09/2015
HEUR;1309;01/09/2015
LUZ1;1309;01/09/2015
NLZ1;1309;24/07/2017
TRMT;1309;01/09/2015
USA1;1309;08/07/2016
VRMT;1309;01/09/2015
WRMT;1309;01/09/2015
ATZ2;1310;01/09/2015
BEZ1;1310;01/09/2015
BM1;1310;01/09/2015
BM2;1310;01/09/2015
BM3;1310;01/09/2015
ESM1;1310;07/02/2018
ESV1;1310;05/02/2018
FI1;1310;01/09/2015
HEUR;1310;01/09/2015
LUZ1;1310;01/09/2015
NLZ1;1310;24/07/2017
TRMT;1310;01/09/2015
USA1;1310;08/07/2016
VRMT;1310;01/09/2015
WRMT;1310;01/09/2015
ATZ2;1312;01/09/2015
BEZ1;1312;01/09/2015
BM1;1312;01/09/2015
BM2;1312;01/09/2015
BM3;1312;01/09/2015
ESM1;1312;07/02/2018
ESV1;1312;05/02/2018
FI1;1312;01/09/2015
HEUR;1312;01/09/2015
LUZ1;1312;01/09/2015
NLZ1;1312;24/07/2017
TRMT;1312;01/09/2015
USA1;1312;08/07/2016
VRMT;1312;01/09/2015
WRMT;1312;01/09/2015
ATZ2;1313;01/09/2015
BEZ1;1313;01/09/2015
BM1;1313;01/09/2015
BM2;1313;01/09/2015
BM3;1313;01/09/2015
ESM1;1313;07/02/2018
ESV1;1313;05/02/2018
FI1;1313;01/09/2015
HEUR;1313;01/09/2015
LUZ1;1313;01/09/2015
NLZ1;1313;24/07/2017
TRMT;1313;01/09/2015
USA1;1313;08/07/2016
VRMT;1313;01/09/2015
WRMT;1313;01/09/2015
ATZ2;1314;01/09/2015
BEZ1;1314;01/09/2015
BM1;1314;01/09/2015
BM2;1314;01/09/2015
BM3;1314;01/09/2015
ESM1;1314;07/02/2018
ESV1;1314;05/02/2018
FI1;1314;01/09/2015
HEUR;1314;01/09/2015
LUZ1;1314;01/09/2015
NLZ1;1314;24/07/2017
TRMT;1314;01/09/2015
USA1;1314;08/07/2016
VRMT;1314;01/09/2015
WRMT;1314;01/09/2015
ATZ2;1315;01/09/2015
BEZ1;1315;01/09/2015
BM1;1315;01/09/2015
BM2;1315;01/09/2015
BM3;1315;01/09/2015
ESM1;1315;07/02/2018
ESV1;1315;05/02/2018
FI1;1315;01/09/2015
HEUR;1315;01/09/2015
LUZ1;1315;01/09/2015
NLZ1;1315;24/07/2017
TRMT;1315;01/09/2015
USA1;1315;08/07/2016
VRMT;1315;01/09/2015
WRMT;1315;01/09/2015
ATZ2;1316;01/09/2015
BEZ1;1316;01/09/2015
BM1;1316;01/09/2015
BM2;1316;01/09/2015
BM3;1316;01/09/2015
ESM1;1316;07/02/2018
ESV1;1316;05/02/2018
FI1;1316;01/09/2015
HEUR;1316;01/09/2015
LUZ1;1316;01/09/2015
NLZ1;1316;24/07/2017
TRMT;1316;01/09/2015
USA1;1316;08/07/2016
VRMT;1316;01/09/2015
WRMT;1316;01/09/2015
ATZ2;1317;01/09/2015
BEZ1;1317;01/09/2015
BM1;1317;01/09/2015
BM2;1317;01/09/2015
BM3;1317;01/09/2015
ESM1;1317;07/02/2018
ESV1;1317;05/02/2018
FI1;1317;01/09/2015
HEUR;1317;01/09/2015
LUZ1;1317;01/09/2015
NLZ1;1317;24/07/2017
TRMT;1317;01/09/2015
USA1;1317;08/07/2016
VRMT;1317;01/09/2015
WRMT;1317;01/09/2015
ATZ2;1318;01/09/2015
BEZ1;1318;01/09/2015
BM1;1318;24/08/2017
BM2;1318;01/09/2015
BM3;1318;01/09/2015
ESM1;1318;07/02/2018
ESV1;1318;05/02/2018
FI1;1318;01/09/2015
HEUR;1318;01/09/2015
LUZ1;1318;01/09/2015
NLZ1;1318;24/07/2017
TRMT;1318;01/09/2015
USA1;1318;08/07/2016
VRMT;1318;01/09/2015
WRMT;1318;01/09/2015
ATZ2;1319;01/09/2015
BEZ1;1319;01/09/2015
BM1;1319;24/08/2017
BM2;1319;01/09/2015
BM3;1319;01/09/2015
ESM1;1319;07/02/2018
ESV1;1319;05/02/2018
FI1;1319;01/09/2015
HEUR;1319;01/09/2015
LUZ1;1319;01/09/2015
NLZ1;1319;24/07/2017
TRMT;1319;01/09/2015
USA1;1319;08/07/2016
VRMT;1319;01/09/2015
WRMT;1319;01/09/2015
ATZ2;1320;01/09/2015
BEZ1;1320;01/09/2015
BM1;1320;24/08/2017
BM2;1320;01/09/2015
BM3;1320;01/09/2015
ESM1;1320;07/02/2018
ESV1;1320;05/02/2018
FI1;1320;01/09/2015
HEUR;1320;01/09/2015
LUZ1;1320;01/09/2015
NLZ1;1320;24/07/2017
TRMT;1320;01/09/2015
USA1;1320;08/07/2016
VRMT;1320;01/09/2015
WRMT;1320;01/09/2015
ATZ2;1321;01/09/2015
BEZ1;1321;01/09/2015
BM1;1321;24/08/2017
BM2;1321;01/09/2015
BM3;1321;01/09/2015
ESM1;1321;07/02/2018
ESV1;1321;05/02/2018
FI1;1321;01/09/2015
HEUR;1321;01/09/2015
LUZ1;1321;01/09/2015
NLZ1;1321;24/07/2017
TRMT;1321;01/09/2015
USA1;1321;08/07/2016
VRMT;1321;01/09/2015
WRMT;1321;01/09/2015
ATZ2;1322;01/09/2015
BEZ1;1322;01/09/2015
BM1;1322;24/08/2017
BM2;1322;01/09/2015
BM3;1322;01/09/2015
ESM1;1322;07/02/2018
ESV1;1322;05/02/2018
FI1;1322;01/09/2015
HEUR;1322;01/09/2015
LUZ1;1322;01/09/2015
NLZ1;1322;24/07/2017
TRMT;1322;01/09/2015
USA1;1322;08/07/2016
VRMT;1322;01/09/2015
WRMT;1322;01/09/2015
ATZ2;1323;01/09/2015
BEZ1;1323;01/09/2015
BM1;1323;24/08/2017
BM2;1323;01/09/2015
BM3;1323;01/09/2015
ESM1;1323;07/02/2018
ESV1;1323;05/02/2018
FI1;1323;01/09/2015
HEUR;1323;01/09/2015
LUZ1;1323;01/09/2015
NLZ1;1323;24/07/2017
TRMT;1323;01/09/2015
USA1;1323;08/07/2016
VRMT;1323;01/09/2015
WRMT;1323;01/09/2015
ATZ2;1324;01/09/2015
BEZ1;1324;01/09/2015
BM1;1324;24/08/2017
BM2;1324;01/09/2015
BM3;1324;01/09/2015
ESM1;1324;07/02/2018
ESV1;1324;05/02/2018
FI1;1324;01/09/2015
HEUR;1324;01/09/2015
LUZ1;1324;01/09/2015
NLZ1;1324;24/07/2017
TRMT;1324;01/09/2015
USA1;1324;08/07/2016
VRMT;1324;01/09/2015
WRMT;1324;01/09/2015
ATZ2;1325;01/09/2015
BEZ1;1325;01/09/2015
BM1;1325;24/08/2017
BM2;1325;01/09/2015
BM3;1325;01/09/2015
ESM1;1325;07/02/2018
ESV1;1325;05/02/2018
FI1;1325;01/09/2015
HEUR;1325;01/09/2015
LUZ1;1325;01/09/2015
NLZ1;1325;24/07/2017
TRMT;1325;01/09/2015
USA1;1325;08/07/2016
VRMT;1325;01/09/2015
WRMT;1325;01/09/2015
ATZ2;1327;01/09/2015
BEZ1;1327;01/09/2015
BM1;1327;24/08/2017
BM2;1327;01/09/2015
BM3;1327;01/09/2015
ESM1;1327;07/02/2018
ESV1;1327;05/02/2018
FI1;1327;01/09/2015
HEUR;1327;01/09/2015
LUZ1;1327;01/09/2015
NLZ1;1327;24/07/2017
TRMT;1327;01/09/2015
USA1;1327;08/07/2016
VRMT;1327;01/09/2015
WRMT;1327;01/09/2015
ATZ2;1330;01/09/2015
BEZ1;1330;01/09/2015
BM1;1330;24/08/2017
BM2;1330;01/09/2015
BM3;1330;01/09/2015
ESM1;1330;07/02/2018
ESV1;1330;05/02/2018
FI1;1330;01/09/2015
HEUR;1330;01/09/2015
LUZ1;1330;01/09/2015
NLZ1;1330;24/07/2017
TRMT;1330;01/09/2015
USA1;1330;08/07/2016
VRMT;1330;01/09/2015
WRMT;1330;01/09/2015
ATZ2;1331;01/09/2015
BEZ1;1331;01/09/2015
BM1;1331;24/08/2017
BM2;1331;01/09/2015
BM3;1331;01/09/2015
ESM1;1331;07/02/2018
ESV1;1331;05/02/2018
FI1;1331;01/09/2015
HEUR;1331;01/09/2015
LUZ1;1331;01/09/2015
NLZ1;1331;24/07/2017
TRMT;1331;01/09/2015
USA1;1331;08/07/2016
VRMT;1331;01/09/2015
WRMT;1331;01/09/2015
ATZ2;1334;01/09/2015
BEZ1;1334;01/09/2015
BM1;1334;24/08/2017
BM2;1334;01/09/2015
BM3;1334;01/09/2015
ESM1;1334;07/02/2018
ESV1;1334;05/02/2018
FI1;1334;01/09/2015
HEUR;1334;01/09/2015
LUZ1;1334;01/09/2015
NLZ1;1334;24/07/2017
TRMT;1334;01/09/2015
USA1;1334;08/07/2016
VRMT;1334;01/09/2015
WRMT;1334;01/09/2015
ATZ2;1336;01/09/2015
BEZ1;1336;01/09/2015
BM1;1336;24/08/2017
BM2;1336;01/09/2015
BM3;1336;01/09/2015
ESM1;1336;07/02/2018
ESV1;1336;05/02/2018
FI1;1336;01/09/2015
HEUR;1336;01/09/2015
LUZ1;1336;01/09/2015
NLZ1;1336;24/07/2017
TRMT;1336;01/09/2015
USA1;1336;08/07/2016
VRMT;1336;01/09/2015
WRMT;1336;01/09/2015
ATZ2;1337;01/09/2015
BEZ1;1337;01/09/2015
BM1;1337;24/08/2017
BM2;1337;01/09/2015
BM3;1337;01/09/2015
ESM1;1337;07/02/2018
ESV1;1337;05/02/2018
FI1;1337;01/09/2015
HEUR;1337;01/09/2015
LUZ1;1337;01/09/2015
NLZ1;1337;24/07/2017
TRMT;1337;01/09/2015
USA1;1337;08/07/2016
VRMT;1337;01/09/2015
WRMT;1337;01/09/2015
ATZ2;1339;01/09/2015
BEZ1;1339;01/09/2015
BM1;1339;24/08/2017
BM2;1339;01/09/2015
BM3;1339;01/09/2015
ESM1;1339;07/02/2018
ESV1;1339;05/02/2018
FI1;1339;01/09/2015
HEUR;1339;01/09/2015
LUZ1;1339;01/09/2015
NLZ1;1339;24/07/2017
TRMT;1339;01/09/2015
USA1;1339;08/07/2016
VRMT;1339;01/09/2015
WRMT;1339;01/09/2015
ATZ3;1340;15/11/2010
BEZ1;1340;15/11/2010
BM1;1340;24/08/2017
BM2;1340;15/11/2010
BM3;1340;15/11/2010
ESM1;1340;07/02/2018
ESV1;1340;05/02/2018
FI1;1340;15/11/2010
HZNB;1340;15/11/2010
LUZ2;1340;15/11/2010
NLZ1;1340;24/07/2017
USA1;1340;08/07/2016
VRMT;1340;15/11/2010
WRMT;1340;15/11/2010
ATZ2;1343;27/04/2011
BEZ1;1343;27/04/2011
BM1;1343;24/08/2017
BM2;1343;27/04/2011
BM3;1343;27/04/2011
ESM1;1343;07/02/2018
FI1;1343;27/04/2011
HEUR;1343;27/04/2011
LUZ1;1343;27/04/2011
NLZ1;1343;24/07/2017
TRMT;1343;27/04/2011
USA1;1343;08/07/2016
VRMT;1343;27/04/2011
WRMT;1343;27/04/2011
ATZ3;1345;15/11/2010
BEZ1;1345;15/11/2010
BM1;1345;24/08/2017
BM2;1345;15/11/2010
BM3;1345;15/11/2010
ESV1;1345;05/02/2018
FI1;1345;15/11/2010
USA1;1345;08/07/2016
ATZ2;1346;01/09/2015
BEZ1;1346;01/09/2015
BM1;1346;24/08/2017
BM2;1346;01/09/2015
BM3;1346;01/09/2015
ESM1;1346;07/02/2018
ESV1;1346;05/02/2018
FI1;1346;01/09/2015
HEUR;1346;01/09/2015
LUZ1;1346;01/09/2015
NLZ1;1346;24/07/2017
TRMT;1346;01/09/2015
USA1;1346;08/07/2016
VRMT;1346;01/09/2015
WRMT;1346;01/09/2015
ATZ2;1347;01/09/2015
BEZ1;1347;01/09/2015
BM1;1347;24/08/2017
BM2;1347;01/09/2015
BM3;1347;01/09/2015
ESM1;1347;07/02/2018
ESV1;1347;05/02/2018
FI1;1347;01/09/2015
HEUR;1347;01/09/2015
LUZ1;1347;01/09/2015
NLZ1;1347;24/07/2017
TRMT;1347;01/09/2015
USA1;1347;08/07/2016
VRMT;1347;01/09/2015
WRMT;1347;01/09/2015
ATZ2;1351;01/09/2015
BEZ1;1351;01/09/2015
BM1;1351;24/08/2017
BM2;1351;01/09/2015
BM3;1351;01/09/2015
ESM1;1351;07/02/2018
ESV1;1351;05/02/2018
FI1;1351;01/09/2015
HEUR;1351;01/09/2015
LUZ1;1351;01/09/2015
NLZ1;1351;24/07/2017
TRMT;1351;01/09/2015
USA1;1351;08/07/2016
VRMT;1351;01/09/2015
WRMT;1351;01/09/2015
ATZ2;1352;01/09/2015
BEZ1;1352;01/09/2015
BM1;1352;24/08/2017
BM2;1352;01/09/2015
BM3;1352;01/09/2015
ESM1;1352;07/02/2018
ESV1;1352;05/02/2018
FI1;1352;01/09/2015
HEUR;1352;01/09/2015
LUZ1;1352;01/09/2015
NLZ1;1352;24/07/2017
TRMT;1352;01/09/2015
USA1;1352;08/07/2016
VRMT;1352;01/09/2015
WRMT;1352;01/09/2015
ATZ2;1360;01/09/2015
BEZ1;1360;01/09/2015
BM1;1360;24/08/2017
BM2;1360;01/09/2015
BM3;1360;01/09/2015
ESM1;1360;07/02/2018
ESV1;1360;05/02/2018
FI1;1360;01/09/2015
HEUR;1360;01/09/2015
LUZ1;1360;01/09/2015
NLZ1;1360;24/07/2017
TRMT;1360;01/09/2015
USA1;1360;08/07/2016
VRMT;1360;01/09/2015
WRMT;1360;01/09/2015
ATZ2;1361;01/09/2015
BEZ1;1361;01/09/2015
BM1;1361;24/08/2017
BM2;1361;01/09/2015
BM3;1361;01/09/2015
ESM1;1361;07/02/2018
ESV1;1361;05/02/2018
FI1;1361;01/09/2015
HEUR;1361;01/09/2015
LUZ1;1361;01/09/2015
NLZ1;1361;24/07/2017
TRMT;1361;01/09/2015
USA1;1361;08/07/2016
VRMT;1361;01/09/2015
WRMT;1361;01/09/2015
ATZ2;1364;01/09/2015
BEZ1;1364;01/09/2015
BM1;1364;24/08/2017
BM2;1364;01/09/2015
BM3;1364;01/09/2015
ESM1;1364;07/02/2018
ESV1;1364;05/02/2018
FI1;1364;01/09/2015
HEUR;1364;01/09/2015
LUZ1;1364;01/09/2015
NLZ1;1364;24/07/2017
TRMT;1364;01/09/2015
USA1;1364;08/07/2016
VRMT;1364;01/09/2015
WRMT;1364;01/09/2015
ATZ2;1365;01/10/2013
BEZ1;1365;01/10/2013
BM1;1365;24/08/2017
BM2;1365;01/10/2013
BM3;1365;01/10/2013
ESM1;1365;07/02/2018
FI1;1365;01/10/2013
HEUR;1365;01/10/2013
LUZ1;1365;01/10/2013
NLZ1;1365;24/07/2017
TRMT;1365;01/10/2013
USA1;1365;08/07/2016
VRMT;1365;01/10/2013
WRMT;1365;01/10/2013
ATZ2;1385;01/09/2015
BEZ1;1385;01/09/2015
BM1;1385;24/08/2017
BM2;1385;01/09/2015
BM3;1385;01/09/2015
ESM1;1385;07/02/2018
ESV1;1385;05/02/2018
FI1;1385;01/09/2015
HEUR;1385;01/09/2015
LUZ1;1385;01/09/2015
NLZ1;1385;24/07/2017
TRMT;1385;01/09/2015
USA1;1385;08/07/2016
VRMT;1385;01/09/2015
WRMT;1385;01/09/2015
ATZ2;1386;01/09/2015
BEZ1;1386;01/09/2015
BM1;1386;24/08/2017
BM2;1386;01/09/2015
BM3;1386;01/09/2015
ESM1;1386;07/02/2018
ESV1;1386;05/02/2018
FI1;1386;01/09/2015
HEUR;1386;01/09/2015
LUZ1;1386;01/09/2015
NLZ1;1386;24/07/2017
TRMT;1386;01/09/2015
USA1;1386;08/07/2016
VRMT;1386;01/09/2015
WRMT;1386;01/09/2015
ATZ2;1401;01/09/2015
BEZ1;1401;01/09/2015
BM1;1401;24/08/2017
BM2;1401;01/09/2015
BM3;1401;01/09/2015
ESM1;1401;07/02/2018
ESV1;1401;05/02/2018
FI1;1401;01/09/2015
HEUR;1401;01/09/2015
LUZ1;1401;01/09/2015
NLZ1;1401;24/07/2017
TRMT;1401;01/09/2015
USA1;1401;08/07/2016
VRMT;1401;01/09/2015
WRMT;1401;01/09/2015
ATZ2;1402;01/09/2015
BEZ1;1402;01/09/2015
BM1;1402;24/08/2017
BM2;1402;01/09/2015
BM3;1402;01/09/2015
ESM1;1402;07/02/2018
ESV1;1402;05/02/2018
FI1;1402;01/09/2015
HEUR;1402;01/09/2015
LUZ1;1402;01/09/2015
NLZ1;1402;24/07/2017
TRMT;1402;01/09/2015
USA1;1402;08/07/2016
VRMT;1402;01/09/2015
WRMT;1402;01/09/2015
ATZ2;1403;15/11/2010
BEZ1;1403;15/11/2010
BM1;1403;24/08/2017
BM2;1403;15/11/2010
BM3;1403;15/11/2010
ESM1;1403;07/02/2018
FI1;1403;15/11/2010
HEUR;1403;15/11/2010
LUZ1;1403;15/11/2010
NLZ1;1403;24/07/2017
TRMT;1403;15/11/2010
USA1;1403;08/07/2016
VRMT;1403;15/11/2010
WRMT;1403;15/11/2010
ATZ2;1404;01/09/2015
BEZ1;1404;01/09/2015
BM1;1404;24/08/2017
BM2;1404;01/09/2015
BM3;1404;01/09/2015
ESM1;1404;07/02/2018
ESV1;1404;05/02/2018
FI1;1404;01/09/2015
HEUR;1404;01/09/2015
LUZ1;1404;01/09/2015
NLZ1;1404;24/07/2017
TRMT;1404;01/09/2015
USA1;1404;08/07/2016
VRMT;1404;01/09/2015
WRMT;1404;01/09/2015
ATZ2;1405;01/09/2015
BEZ1;1405;01/09/2015
BM1;1405;24/08/2017
BM2;1405;01/09/2015
BM3;1405;01/09/2015
ESM1;1405;07/02/2018
ESV1;1405;05/02/2018
FI1;1405;01/09/2015
HEUR;1405;01/09/2015
LUZ1;1405;01/09/2015
NLZ1;1405;24/07/2017
TRMT;1405;01/09/2015
USA1;1405;08/07/2016
VRMT;1405;01/09/2015
WRMT;1405;01/09/2015
ATZ2;1406;01/09/2015
BEZ1;1406;01/09/2015
BM1;1406;24/08/2017
BM2;1406;01/09/2015
BM3;1406;01/09/2015
ESM1;1406;07/02/2018
ESV1;1406;05/02/2018
FI1;1406;01/09/2015
HEUR;1406;01/09/2015
LUZ1;1406;01/09/2015
NLZ1;1406;24/07/2017
TRMT;1406;01/09/2015
USA1;1406;08/07/2016
VRMT;1406;01/09/2015
WRMT;1406;01/09/2015
ATZ2;1407;01/09/2015
BEZ1;1407;01/09/2015
BM1;1407;24/08/2017
BM2;1407;01/09/2015
BM3;1407;01/09/2015
ESM1;1407;07/02/2018
ESV1;1407;05/02/2018
FI1;1407;01/09/2015
HEUR;1407;01/09/2015
LUZ1;1407;01/09/2015
NLZ1;1407;24/07/2017
TRMT;1407;01/09/2015
USA1;1407;08/07/2016
VRMT;1407;01/09/2015
WRMT;1407;01/09/2015
ATZ2;1408;01/09/2015
BEZ1;1408;01/09/2015
BM1;1408;24/08/2017
BM2;1408;01/09/2015
BM3;1408;01/09/2015
ESM1;1408;07/02/2018
ESV1;1408;05/02/2018
FI1;1408;01/09/2015
HEUR;1408;01/09/2015
LUZ1;1408;01/09/2015
NLZ1;1408;24/07/2017
TRMT;1408;01/09/2015
USA1;1408;08/07/2016
VRMT;1408;01/09/2015
WRMT;1408;01/09/2015
ATZ2;1409;01/09/2015
BEZ1;1409;01/09/2015
BM1;1409;24/08/2017
BM2;1409;01/09/2015
BM3;1409;01/09/2015
ESM1;1409;07/02/2018
ESV1;1409;05/02/2018
FI1;1409;01/09/2015
HEUR;1409;01/09/2015
LUZ1;1409;01/09/2015
NLZ1;1409;24/07/2017
TRMT;1409;01/09/2015
USA1;1409;08/07/2016
VRMT;1409;01/09/2015
WRMT;1409;01/09/2015
ATZ2;1410;01/09/2015
BEZ1;1410;01/09/2015
BM1;1410;24/08/2017
BM2;1410;01/09/2015
BM3;1410;01/09/2015
ESM1;1410;07/02/2018
ESV1;1410;05/02/2018
FI1;1410;01/09/2015
HEUR;1410;01/09/2015
LUZ1;1410;01/09/2015
NLZ1;1410;24/07/2017
TRMT;1410;01/09/2015
USA1;1410;08/07/2016
VRMT;1410;01/09/2015
WRMT;1410;01/09/2015
ATZ2;1412;01/09/2015
BEZ1;1412;01/09/2015
BM1;1412;24/08/2017
BM2;1412;01/09/2015
BM3;1412;01/09/2015
ESM1;1412;07/02/2018
ESV1;1412;05/02/2018
FI1;1412;01/09/2015
HEUR;1412;01/09/2015
LUZ1;1412;01/09/2015
NLZ1;1412;24/07/2017
TRMT;1412;01/09/2015
USA1;1412;08/07/2016
VRMT;1412;01/09/2015
WRMT;1412;01/09/2015
ATZ2;1413;01/09/2015
BEZ1;1413;01/09/2015
BM1;1413;24/08/2017
BM2;1413;01/09/2015
BM3;1413;01/09/2015
ESM1;1413;07/02/2018
ESV1;1413;05/02/2018
FI1;1413;01/09/2015
HEUR;1413;01/09/2015
LUZ1;1413;01/09/2015
NLZ1;1413;24/07/2017
TRMT;1413;01/09/2015
USA1;1413;08/07/2016
VRMT;1413;01/09/2015
WRMT;1413;01/09/2015
ATZ2;1414;01/09/2015
BEZ1;1414;01/09/2015
BM1;1414;24/08/2017
BM2;1414;01/09/2015
BM3;1414;01/09/2015
ESM1;1414;07/02/2018
ESV1;1414;05/02/2018
FI1;1414;01/09/2015
HEUR;1414;01/09/2015
LUZ1;1414;01/09/2015
NLZ1;1414;24/07/2017
TRMT;1414;01/09/2015
USA1;1414;08/07/2016
VRMT;1414;01/09/2015
WRMT;1414;01/09/2015
ATZ2;1415;01/09/2015
BEZ1;1415;01/09/2015
BM1;1415;24/08/2017
BM2;1415;01/09/2015
BM3;1415;01/09/2015
ESM1;1415;07/02/2018
ESV1;1415;05/02/2018
FI1;1415;01/09/2015
HEUR;1415;01/09/2015
LUZ1;1415;01/09/2015
NLZ1;1415;24/07/2017
TRMT;1415;01/09/2015
USA1;1415;08/07/2016
VRMT;1415;01/09/2015
WRMT;1415;01/09/2015
ATZ2;1416;15/11/2010
BEZ1;1416;15/11/2010
BM1;1416;24/08/2017
BM2;1416;15/11/2010
BM3;1416;15/11/2010
ESM1;1416;07/02/2018
FI1;1416;15/11/2010
HEUR;1416;15/11/2010
LUZ1;1416;15/11/2010
NLZ1;1416;24/07/2017
TRMT;1416;15/11/2010
USA1;1416;08/07/2016
VRMT;1416;15/11/2010
WRMT;1416;15/11/2010
ATZ2;1417;01/09/2015
BEZ1;1417;01/09/2015
BM1;1417;24/08/2017
BM2;1417;01/09/2015
BM3;1417;01/09/2015
ESM1;1417;07/02/2018
ESV1;1417;05/02/2018
FI1;1417;01/09/2015
HEUR;1417;01/09/2015
LUZ1;1417;01/09/2015
NLZ1;1417;24/07/2017
TRMT;1417;01/09/2015
USA1;1417;08/07/2016
VRMT;1417;01/09/2015
WRMT;1417;01/09/2015
ATZ2;1418;15/11/2010
BEZ1;1418;15/11/2010
BM1;1418;24/08/2017
BM2;1418;15/11/2010
BM3;1418;15/11/2010
ESM1;1418;07/02/2018
FI1;1418;15/11/2010
HEUR;1418;15/11/2010
LUZ1;1418;15/11/2010
NLZ1;1418;24/07/2017
TRMT;1418;15/11/2010
USA1;1418;08/07/2016
VRMT;1418;15/11/2010
WRMT;1418;15/11/2010
ATZ2;1419;01/09/2015
BEZ1;1419;01/09/2015
BM1;1419;24/08/2017
BM2;1419;01/09/2015
BM3;1419;01/09/2015
ESM1;1419;07/02/2018
ESV1;1419;05/02/2018
FI1;1419;01/09/2015
HEUR;1419;01/09/2015
LUZ1;1419;01/09/2015
NLZ1;1419;24/07/2017
TRMT;1419;01/09/2015
USA1;1419;08/07/2016
VRMT;1419;01/09/2015
WRMT;1419;01/09/2015
ATZ2;1423;01/09/2015
BEZ1;1423;01/09/2015
BM1;1423;24/08/2017
BM2;1423;01/09/2015
BM3;1423;01/09/2015
ESM1;1423;07/02/2018
ESV1;1423;05/02/2018
FI1;1423;01/09/2015
HEUR;1423;01/09/2015
LUZ1;1423;01/09/2015
NLZ1;1423;24/07/2017
TRMT;1423;01/09/2015
USA1;1423;08/07/2016
VRMT;1423;01/09/2015
WRMT;1423;01/09/2015
ATZ2;1424;01/09/2015
BEZ1;1424;01/09/2015
BM1;1424;24/08/2017
BM2;1424;01/09/2015
BM3;1424;01/09/2015
ESM1;1424;07/02/2018
ESV1;1424;05/02/2018
FI1;1424;01/09/2015
HEUR;1424;01/09/2015
LUZ1;1424;01/09/2015
NLZ1;1424;24/07/2017
TRMT;1424;01/09/2015
USA1;1424;08/07/2016
VRMT;1424;01/09/2015
WRMT;1424;01/09/2015
ATZ2;1425;01/09/2015
BEZ1;1425;01/09/2015
BM1;1425;24/08/2017
BM2;1425;01/09/2015
BM3;1425;01/09/2015
ESM1;1425;07/02/2018
ESV1;1425;05/02/2018
FI1;1425;01/09/2015
HEUR;1425;01/09/2015
LUZ1;1425;01/09/2015
NLZ1;1425;24/07/2017
TRMT;1425;01/09/2015
USA1;1425;08/07/2016
VRMT;1425;01/09/2015
WRMT;1425;01/09/2015
ATZ2;1430;01/09/2015
BEZ1;1430;01/09/2015
BM1;1430;24/08/2017
BM2;1430;01/09/2015
BM3;1430;01/09/2015
ESM1;1430;07/02/2018
ESV1;1430;05/02/2018
FI1;1430;01/09/2015
HEUR;1430;01/09/2015
LUZ1;1430;01/09/2015
NLZ1;1430;24/07/2017
TRMT;1430;01/09/2015
USA1;1430;08/07/2016
VRMT;1430;01/09/2015
WRMT;1430;01/09/2015
ATZ2;1431;02/01/2013
BEZ1;1431;02/01/2013
BM1;1431;24/08/2017
BM2;1431;02/01/2013
BM3;1431;02/01/2013
ESM1;1431;07/02/2018
FI1;1431;02/01/2013
HEUR;1431;02/01/2013
LUZ1;1431;02/01/2013
NLZ1;1431;24/07/2017
TRMT;1431;02/01/2013
USA1;1431;08/07/2016
VRMT;1431;02/01/2013
WRMT;1431;02/01/2013
ATZ2;1432;01/09/2015
BEZ1;1432;01/09/2015
BM1;1432;24/08/2017
BM2;1432;01/09/2015
BM3;1432;01/09/2015
ESM1;1432;07/02/2018
ESV1;1432;05/02/2018
FI1;1432;01/09/2015
